"switch","partners","total.cons"
4,75,239057.411496
4,76,237004.892264
4,77,238978.826225
4,78,237058.15603
4,79,237572.78051
4,80,236296.047008
4,81,237122.852183
4,82,236243.539609
4,83,236012.373001
4,84,236275.875122
4,85,234603.016969
4,86,240974.932366
4,87,239860.521325
4,88,237758.839128
4,89,236538.012351
4,90,240336.885635
4,91,238038.470934
4,92,235740.812935
4,93,233948.575865
4,94,236752.605272
4,95,238537.468313
4,96,238098.379088
4,97,236202.922344
4,98,239939.122988
4,99,240714.765324
4,100,239079.127254
5,0,28509.412645
5,1,209607.964606
5,2,232599.684717
5,3,241945.897589
5,4,246670.163487
5,5,248787.610298
5,6,249784.612241
5,7,250993.656495
5,8,251638.916611
5,9,251619.638445
5,10,252159.382844
5,11,251496.284701
5,12,252013.818792
5,13,251767.616044
5,14,252254.85879
5,15,250498.959067
5,16,251206.869159
5,17,250712.525088
5,18,250804.510141
5,19,249984.949247
5,20,249332.280582
5,21,246885.755268
5,22,249289.012401
5,23,248695.476218
5,24,248639.331237
5,25,247260.02301
5,26,248759.498184
5,27,245474.271517
5,28,242703.79775
5,29,243138.198702
5,30,245110.894693
5,31,243507.342413
5,32,247397.271907
5,33,243774.552125
5,34,244734.125657
5,35,241931.436199
5,36,241522.107303
5,37,240888.485146
5,38,244622.501636
5,39,242054.37952
5,40,242028.606024
5,41,240366.051038
5,42,240173.963115
5,43,242528.80048
5,44,240900.983951
5,45,237864.320326
5,46,240722.657329
5,47,238562.026516
5,48,236676.13203
5,49,240660.642447
5,50,239361.919697
5,51,241986.815949
5,52,239680.775846
5,53,239761.335316
5,54,238873.478898
5,55,237918.981504
5,56,241637.693101
5,57,241294.729548
5,58,238878.051398
5,59,242700.352726
5,60,240368.791215
5,61,239176.195047
5,62,240995.107291
5,63,238337.597812
5,64,240681.562199
5,65,236748.184126
5,66,244144.769629
5,67,239996.891288
5,68,234469.637765
5,69,237130.3819
5,70,238009.647739
5,71,238652.831584
5,72,238414.206232
5,73,236243.710186
5,74,237818.891765
5,75,235617.055075
5,76,236029.449661
5,77,241980.364465
5,78,237520.159818
5,79,235896.072663
5,80,237839.523984
5,81,239013.29158
5,82,238419.294337
5,83,237649.890183
5,84,239750.189416
5,85,234631.448034
5,86,240595.905733
5,87,233827.82441
5,88,234493.141174
5,89,238431.8465
5,90,234700.179919
5,91,231212.054956
5,92,237784.314004
5,93,239784.127197
5,94,236386.402635
5,95,236498.470679
5,96,236218.869049
5,97,237070.083025
5,98,238872.653121
5,99,237359.638691
5,100,235760.142631
6,0,28519.034541
6,1,209783.241872
6,2,232849.063832
6,3,242003.036849
6,4,246503.972533
6,5,248669.654551
6,6,249885.692537
6,7,250546.484169
6,8,251361.570379
6,9,251749.36792
6,10,251836.753672
6,11,252158.16848
6,12,251907.953761
6,13,251596.115823
6,14,251272.481846
6,15,250667.664206
6,16,251855.79376
6,17,250724.710831
6,18,252265.803224
6,19,248944.637487
6,20,250281.052647
6,21,248741.486878
6,22,247994.224343
6,23,248493.761798
6,24,249022.236736
6,25,246215.69675
6,26,246883.427083
6,27,244633.9475
6,28,247741.469279
6,29,246841.000789
6,30,245539.01374
6,31,244666.482212
6,32,243089.129996
6,33,242095.142054
6,34,241419.67352
6,35,243875.775143
6,36,242608.774547
6,37,243549.005853
6,38,244493.471115
6,39,241563.021517
6,40,243679.833202
6,41,242448.489678
6,42,240452.116557
6,43,242591.164457
6,44,241277.314775
6,45,240443.990838
6,46,239362.866542
6,47,239507.418718
6,48,240592.812003
6,49,240796.277732
6,50,239004.838223
6,51,237328.604642
6,52,238130.721194
6,53,242835.148889
6,54,241000.625565
6,55,240586.969577
6,56,241171.221811
6,57,235643.104224
6,58,236322.167634
6,59,239229.616322
6,60,239056.17351
6,61,239089.00297
6,62,237156.171839
6,63,239291.893649
6,64,238568.003419
6,65,241261.147595
6,66,238637.262437
6,67,239547.819941
6,68,234858.258159
6,69,238128.434345
6,70,234477.132175
6,71,237925.641119
6,72,238487.558761
6,73,239411.050109
6,74,240865.451035
6,75,238619.585801
6,76,237280.024443
6,77,237405.3437
6,78,239397.982146
6,79,239099.174657
6,80,238709.907895
6,81,238436.288704
6,82,236266.785748
6,83,237802.153405
6,84,242655.385892
6,85,238870.797428
6,86,240955.371299
6,87,234389.160632
6,88,238495.395923
6,89,233751.069189
6,90,238302.741021
6,91,234533.127068
6,92,236533.873078
6,93,240263.271967
6,94,235363.648248
6,95,237111.059644
6,96,239121.199649
6,97,234869.765377
6,98,239900.138892
6,99,238157.265095
6,100,233700.706365
7,0,28519.034541
7,1,209823.235424
7,2,233406.304312
7,3,241682.498454
7,4,246298.248237
7,5,248359.675678
7,6,250055.006267
7,7,250533.543586
7,8,251353.189214
7,9,251549.396258
7,10,252053.875234
7,11,252309.769979
7,12,250980.035819
7,13,252292.713548
7,14,252769.464513
7,15,251880.771509
7,16,250298.214433
7,17,250673.472429
7,18,250986.701309
7,19,249439.097761
7,20,250376.76814
7,21,247943.768785
7,22,247141.420097
7,23,247477.674593
7,24,245153.021576
7,25,248508.901384
7,26,247757.561561
7,27,246967.266359
7,28,244115.583357
7,29,245205.999183
7,30,247827.383244
7,31,245059.311477
7,32,243324.204434
7,33,244687.786491
7,34,245134.473858
7,35,246058.311967
7,36,243870.262299
7,37,241826.044674
7,38,243315.573185
7,39,243828.636505
7,40,244017.752341
7,41,240257.821401
7,42,241257.403603
7,43,241337.862487
7,44,237530.338025
7,45,238708.080896
7,46,240194.530215
7,47,241606.37558
7,48,239901.778024
7,49,240869.193467
7,50,244032.184402
7,51,240327.103228
7,52,242519.3656
7,53,238715.745399
7,54,240665.995955
7,55,239564.780006
7,56,240168.492425
7,57,241720.923217
7,58,241121.508296
7,59,239310.505861
7,60,237279.115606
7,61,240658.0094
7,62,244895.854098
7,63,238876.389008
7,64,239424.663189
7,65,240747.768665
7,66,239276.888233
7,67,239723.720188
7,68,243224.084667
7,69,241638.062491
7,70,237788.565929
7,71,242689.706672
7,72,236842.88434
7,73,238685.352371
7,74,240005.956837
7,75,240515.204574
7,76,239083.332311
7,77,238767.878427
7,78,238443.067826
7,79,235679.821733
7,80,240207.524085
7,81,237742.764458
7,82,234900.556114
7,83,240370.475252
7,84,238178.497377
7,85,236297.172582
7,86,237271.737515
7,87,234155.267865
7,88,236610.060971
7,89,236308.477471
7,90,239824.756109
7,91,235552.782061
7,92,237729.818393
7,93,238019.204053
7,94,236329.616208
7,95,240543.722122
7,96,241355.444077
7,97,238172.284369
7,98,239250.586154
7,99,240623.620552
7,100,241308.053824
8,0,28553.763034
8,1,210310.901118
8,2,232850.605951
8,3,241680.148796
8,4,246218.214514
8,5,248481.340017
8,6,249705.27784
8,7,250595.419623
8,8,251332.829898
8,9,251656.687
8,10,252035.378804
8,11,251791.502909
8,12,252479.662525
8,13,251941.772415
8,14,251795.449947
8,15,251414.866585
8,16,252164.246607
8,17,250404.097879
8,18,251337.239707
8,19,248332.978889
8,20,248766.974425
8,21,248733.878433
8,22,249006.106035
8,23,248515.372764
8,24,245761.211319
8,25,245812.446851
8,26,245422.527643
8,27,245564.05701
8,28,244143.542727
8,29,246186.738947
8,30,245703.965784
8,31,243530.042151
8,32,241518.395618
8,33,244949.456225
8,34,242358.387412
8,35,244385.982157
8,36,243293.831443
8,37,240269.964381
8,38,242312.082238
8,39,243908.954637
8,40,240393.055524
8,41,241279.389112
8,42,239693.234125
8,43,236087.406671
8,44,244708.844099
8,45,243504.584768
8,46,243655.399181
8,47,241641.749041
8,48,242035.508791
8,49,240263.682835
8,50,241725.415995
8,51,241443.16219
8,52,239675.756221
8,53,239744.115379
8,54,241871.410884
8,55,240388.993059
8,56,240951.771606
8,57,239816.268091
8,58,236594.309599
8,59,241193.736922
8,60,238803.403534
8,61,238774.334398
8,62,236270.357764
8,63,241827.783455
8,64,238860.332249
8,65,237613.589067
8,66,240126.734196
8,67,238918.85188
8,68,239192.405339
8,69,237731.261388
8,70,241355.625034
8,71,238865.925321
8,72,239663.545052
8,73,236018.545736
8,74,238074.557148
8,75,237832.463808
8,76,238379.540564
8,77,239931.508142
8,78,236988.982418
8,79,240270.541378
8,80,236482.931903
8,81,238104.006882
8,82,237213.180597
8,83,234896.723136
8,84,241209.985036
8,85,237006.514764
8,86,236809.065485
8,87,239886.587653
8,88,238767.414364
8,89,238564.436609
8,90,235925.246615
8,91,235433.652091
8,92,239113.730625
8,93,240080.109632
8,94,236650.060781
8,95,240282.289801
8,96,237760.926838
8,97,241760.548312
8,98,239221.541141
8,99,237846.977973
8,100,238713.185642
9,0,28566.567225
9,1,209633.811876
9,2,232661.441319
9,3,241391.035935
9,4,246027.638081
9,5,248283.790656
9,6,249872.772884
9,7,250631.676673
9,8,251177.799627
9,9,251680.279597
9,10,251696.057749
9,11,252262.704768
9,12,252091.024522
9,13,252041.393577
9,14,251868.886766
9,15,251044.128507
9,16,251089.610992
9,17,250052.535318
9,18,249852.231885
9,19,251318.404786
9,20,249861.905734
9,21,249413.027933
9,22,249146.11499
9,23,245904.109775
9,24,247022.996676
9,25,248256.999425
9,26,247868.197202
9,27,244900.332547
9,28,244460.079154
9,29,243573.07262
9,30,242236.758731
9,31,243631.736651
9,32,245742.013583
9,33,243938.996489
9,34,244626.850363
9,35,246923.642177
9,36,242930.745146
9,37,241726.51171
9,38,240942.430858
9,39,242808.374679
9,40,239812.367445
9,41,240311.10445
9,42,240800.108719
9,43,239322.112122
9,44,242958.353115
9,45,242010.270223
9,46,240312.760766
9,47,238567.639904
9,48,240732.205175
9,49,240967.391644
9,50,239237.808448
9,51,242359.525897
9,52,240943.13896
9,53,236958.417387
9,54,239218.569049
9,55,241489.450358
9,56,236134.141677
9,57,238799.380807
9,58,239032.083596
9,59,238832.39998
9,60,242449.760214
9,61,238914.238097
9,62,236685.624623
9,63,237610.55505
9,64,238256.786765
9,65,242169.623901
9,66,236949.005422
9,67,236987.551595
9,68,237990.903599
9,69,239022.359041
9,70,239529.600106
9,71,239925.238373
9,72,241165.154256
9,73,237705.64879
9,74,239390.115029
9,75,237539.472073
9,76,241203.49688
9,77,237159.31436
9,78,234797.804709
9,79,235904.34527
9,80,239965.610535
9,81,236830.962948
9,82,240436.098798
9,83,234825.869335
9,84,243694.531262
9,85,235378.08573
9,86,240271.186383
9,87,238209.111193
9,88,238926.559139
9,89,234994.919029
9,90,234140.585364
9,91,239175.613556
9,92,237186.158732
9,93,238389.173383
9,94,239422.977238
9,95,238127.600055
9,96,239376.336553
9,97,236805.625027
9,98,237182.836723
9,99,236205.642929
9,100,235193.15752
10,0,28566.567225
10,1,209337.86816
10,2,232003.497701
10,3,241719.00948
10,4,245892.858286
10,5,248460.269339
10,6,249668.373941
10,7,250590.301102
10,8,251166.123837
10,9,251654.281583
10,10,251984.360141
10,11,252196.025021
10,12,252481.994723
10,13,252196.966753
10,14,252279.097101
10,15,251525.897451
10,16,250879.531127
10,17,250819.09047
10,18,250539.55748
10,19,250881.873778
10,20,250709.521086
10,21,247947.740629
10,22,247564.476375
10,23,248561.194046
10,24,243668.542981
10,25,247978.979897
10,26,245776.579279
10,27,245920.315415
10,28,245967.216029
10,29,246142.063439
10,30,247668.753499
10,31,246281.79772
10,32,242377.958463
10,33,244520.356583
10,34,241401.295074
10,35,242242.71209
10,36,241117.954754
10,37,242229.243157
10,38,245390.04417
10,39,242386.617166
10,40,243130.031788
10,41,240864.59397
10,42,237647.556245
10,43,240065.591817
10,44,239848.249188
10,45,240956.094098
10,46,239211.870685
10,47,242795.792119
10,48,240510.26046
10,49,240515.349366
10,50,239378.115835
10,51,239245.662934
10,52,242459.208897
10,53,237274.775712
10,54,239315.09099
10,55,241520.03539
10,56,237622.01656
10,57,237491.267265
10,58,238153.994188
10,59,238575.588572
10,60,236525.504219
10,61,235431.363084
10,62,240618.826102
10,63,239704.017085
10,64,239564.483604
10,65,242255.476612
10,66,236617.348067
10,67,235512.742596
10,68,240604.429134
10,69,240512.806937
10,70,235974.57162
10,71,240766.02894
10,72,235929.613632
10,73,239318.239483
10,74,238603.131006
10,75,236185.989123
10,76,240517.928755
10,77,239525.526242
10,78,242640.942202
10,79,236686.680858
10,80,235555.0868
10,81,237368.346077
10,82,240399.754734
10,83,237325.447372
10,84,238619.098924
10,85,240265.45932
10,86,235338.866366
10,87,238293.977941
10,88,236981.790412
10,89,237280.308555
10,90,239278.437179
10,91,238862.91401
10,92,238082.562211
10,93,237078.645539
10,94,240330.927684
10,95,238767.114612
10,96,240260.556856
10,97,235469.709993
10,98,237504.444499
10,99,238633.936167
10,100,239215.386865
11,0,28610.824933
11,1,209306.377967
11,2,231988.037976
11,3,241107.275408
11,4,246190.575224
11,5,248148.011363
11,6,249709.056873
11,7,250569.519274
11,8,251174.826586
11,9,251565.770993
11,10,251869.880181
11,11,251840.917525
11,12,252176.023006
11,13,252063.800629
11,14,251530.094003
11,15,251733.602065
11,16,251379.463458
11,17,249432.527253
11,18,250508.766875
11,19,250141.928922
11,20,248456.962783
11,21,247596.26696
11,22,247851.619257
11,23,249481.987073
11,24,247115.968382
11,25,245828.984868
11,26,249493.575891
11,27,244273.522465
11,28,242925.004448
11,29,244737.50884
11,30,244521.051545
11,31,245197.544446
11,32,243059.581248
11,33,247009.171625
11,34,244673.69311
11,35,243433.662387
11,36,241847.307522
11,37,242460.672014
11,38,242929.315727
11,39,242846.062523
11,40,241017.843646
11,41,239426.941078
11,42,244505.38705
11,43,242904.124393
11,44,241585.04869
11,45,239980.284118
11,46,240863.182275
11,47,240778.580724
11,48,239520.820188
11,49,241733.153057
11,50,240347.055189
11,51,238573.07805
11,52,239176.335979
11,53,240565.63662
11,54,241777.416531
11,55,242828.241163
11,56,243091.680211
11,57,237277.474064
11,58,239600.647573
11,59,243644.146547
11,60,240460.200498
11,61,239907.969511
11,62,240694.913404
11,63,238778.065701
11,64,239289.75792
11,65,238952.224231
11,66,240696.851883
11,67,241778.884778
11,68,234521.549342
11,69,238726.153354
11,70,236570.501156
11,71,238416.043041
11,72,237844.114452
11,73,242274.439063
11,74,233789.732377
11,75,239642.66258
11,76,238570.198013
11,77,239828.270249
11,78,236828.549379
11,79,236708.672776
11,80,233507.527632
11,81,242159.384459
11,82,237457.314187
11,83,236664.28017
11,84,237771.838285
11,85,237223.896601
11,86,242551.99225
11,87,239151.259834
11,88,239723.820144
11,89,239368.021932
11,90,239392.572185
11,91,236058.658766
11,92,231567.134593
11,93,235622.984779
11,94,235511.078586
11,95,239015.608411
11,96,241044.048796
11,97,238066.663759
11,98,239142.459683
11,99,239191.13401
11,100,234021.641114
12,0,28610.824933
12,1,208732.088901
12,2,231789.041277
12,3,241144.90052
12,4,245901.027695
12,5,248082.007272
12,6,249830.959931
12,7,250246.22131
12,8,251205.266866
12,9,251402.419023
12,10,251959.778663
12,11,251903.789721
12,12,252222.126512
12,13,251645.020064
12,14,252075.115444
12,15,252049.283428
12,16,250817.949302
12,17,251695.520713
12,18,251432.904929
12,19,249492.695565
12,20,249232.410454
12,21,249548.712915
12,22,247570.551755
12,23,250719.03085
12,24,247780.796083
12,25,248548.726026
12,26,248331.954944
12,27,247560.369589
12,28,248361.38657
12,29,246515.764942
12,30,246804.569823
12,31,248539.075935
12,32,244136.698365
12,33,246574.839538
12,34,246073.185494
12,35,240721.843607
12,36,243820.333548
12,37,244370.213493
12,38,243790.31885
12,39,238631.962982
12,40,239363.57319
12,41,242976.65871
12,42,241356.683876
12,43,242787.108886
12,44,243009.01225
12,45,241050.443644
12,46,241300.32989
12,47,239259.386838
12,48,243120.279914
12,49,239724.760468
12,50,241257.634607
12,51,237652.301193
12,52,239134.668854
12,53,239276.93894
12,54,240124.559933
12,55,237482.371907
12,56,238828.931677
12,57,238889.350654
12,58,238681.793667
12,59,239073.43737
12,60,241170.84783
12,61,238951.152458
12,62,238289.631595
12,63,238800.008171
12,64,240118.633118
12,65,240623.638896
12,66,235801.723352
12,67,238196.658923
12,68,237005.458909
12,69,238235.259313
12,70,236860.384998
12,71,240938.455973
12,72,237236.764881
12,73,237943.631327
12,74,238645.25337
12,75,238926.136859
12,76,237327.494068
12,77,240920.104266
12,78,236525.908377
12,79,237928.992557
12,80,236756.629437
12,81,238416.242929
12,82,238383.814642
12,83,236663.762793
12,84,236162.2872
12,85,240564.289716
12,86,234726.272335
12,87,238317.539286
12,88,236355.47923
12,89,239342.075102
12,90,239831.06967
12,91,236330.071982
12,92,240991.575697
12,93,235896.372776
12,94,234286.396619
12,95,236219.631343
12,96,238100.210684
12,97,239008.918097
12,98,240605.167932
12,99,236093.115386
12,100,234195.198063
13,0,28610.824933
13,1,208910.703332
13,2,231877.895737
13,3,241041.540331
13,4,245954.104111
13,5,248077.169549
13,6,249509.969697
13,7,250306.559614
13,8,251271.715155
13,9,251659.727416
13,10,251964.496217
13,11,252238.265304
13,12,252013.777746
13,13,252069.819042
13,14,251279.673478
13,15,251514.984505
13,16,250094.756207
13,17,250133.145298
13,18,251042.970899
13,19,250817.499471
13,20,248806.042663
13,21,249294.740276
13,22,250564.580649
13,23,248411.648605
13,24,245842.844879
13,25,245692.041946
13,26,246872.327718
13,27,246410.882
13,28,245662.231776
13,29,245193.086107
13,30,244145.91618
13,31,244483.254639
13,32,245541.019148
13,33,244022.141414
13,34,244694.938596
13,35,244760.837064
13,36,239925.854068
13,37,241953.468278
13,38,243157.195538
13,39,240939.977193
13,40,243702.596584
13,41,242964.985848
13,42,240671.603683
13,43,242230.050966
13,44,238891.047357
13,45,240994.838727
13,46,241497.545363
13,47,240834.641551
13,48,240451.804597
13,49,237465.283583
13,50,237606.612747
13,51,241515.222188
13,52,239263.698643
13,53,239677.980943
13,54,238742.335497
13,55,242568.16517
13,56,239969.483198
13,57,240209.548774
13,58,237556.006447
13,59,240560.89674
13,60,240029.441475
13,61,239553.73835
13,62,239323.795125
13,63,239610.114802
13,64,234462.033175
13,65,237514.270009
13,66,239763.279721
13,67,240168.520378
13,68,238940.163937
13,69,238745.84811
13,70,237354.452366
13,71,237007.574305
13,72,240819.363417
13,73,239507.77052
13,74,234243.422311
13,75,236972.38828
13,76,240668.899664
13,77,238110.446128
13,78,238205.188973
13,79,235246.834458
13,80,238224.783623
13,81,239350.554796
13,82,235894.313102
