"switch","partners","total.cons"
24,4,244748.235131
24,5,247023.379129
24,6,248502.175492
24,7,249461.889342
24,8,250540.916763
24,9,250969.280171
24,10,251372.735543
24,11,251494.790169
24,12,252081.464718
24,13,251573.088762
24,14,252282.933613
24,15,250562.158078
24,16,251921.331375
24,17,249096.911697
24,18,250701.007061
24,19,251141.945988
24,20,249782.895423
24,21,250816.069948
24,22,249957.443924
24,23,248481.270293
24,24,248145.647026
24,25,247818.646373
24,26,246854.563101
24,27,247776.292464
24,28,248151.328634
24,29,244932.452376
24,30,244996.97366
24,31,246386.660527
24,32,245116.050713
24,33,246532.550972
24,34,242513.270605
24,35,241575.056467
24,36,244475.498455
24,37,244547.473367
24,38,242759.217779
24,39,243737.947966
24,40,244117.800227
24,41,242099.428914
24,42,241387.915997
24,43,243517.340458
24,44,242478.632993
24,45,246942.92109
24,46,242886.972655
24,47,240972.046366
24,48,240177.675131
24,49,239929.928828
24,50,237961.356455
24,51,240190.762188
24,52,240557.801796
24,53,240214.982853
24,54,237907.343321
24,55,240506.60526
24,56,240095.872574
24,57,241623.428353
24,58,240242.694632
24,59,240581.283281
24,60,239590.921647
24,61,241048.203629
24,62,238134.244573
24,63,239509.954834
24,64,238927.488933
24,65,239479.207573
24,66,236851.797511
24,67,239417.918697
24,68,239710.389687
24,69,237258.480743
24,70,241054.347112
24,71,236951.76367
24,72,238719.278621
24,73,236578.30417
24,74,238099.669572
24,75,237881.049772
24,76,242827.289917
24,77,239033.693859
24,78,240370.478529
24,79,241576.964246
24,80,237667.595228
24,81,239090.718513
24,82,237931.250225
24,83,239229.745686
24,84,237093.494334
24,85,239678.367251
24,86,241307.134591
24,87,241616.71063
24,88,238209.600689
24,89,237485.914411
24,90,236019.962186
24,91,237612.041906
24,92,238729.589396
24,93,240038.006712
24,94,237988.101747
24,95,236320.860259
24,96,233345.580611
24,97,236751.465767
24,98,237629.987501
24,99,240808.337802
24,100,238430.258736
25,0,28872.640699
25,1,207181.193174
25,2,229313.38339
25,3,239860.702043
25,4,244500.302384
25,5,246891.152681
25,6,248447.206981
25,7,249600.029592
25,8,250322.270425
25,9,250748.355061
25,10,251550.644843
25,11,251771.772532
25,12,251742.873423
25,13,252067.166213
25,14,252569.837924
25,15,252057.089839
25,16,251390.129556
25,17,251230.930697
25,18,251079.006397
25,19,250238.836175
25,20,250044.698189
25,21,247152.997436
25,22,248062.83627
25,23,250135.878857
25,24,247045.311402
25,25,245524.166856
25,26,247450.697073
25,27,248377.960238
25,28,245633.530481
25,29,245740.389604
25,30,246791.930924
25,31,248108.910838
25,32,246186.713986
25,33,243011.183997
25,34,246424.304535
25,35,244195.005502
25,36,244808.574498
25,37,242425.431859
25,38,240738.807781
25,39,244805.63476
25,40,245006.605245
25,41,244422.117651
25,42,240872.404602
25,43,241301.982668
25,44,241441.555458
25,45,243886.156091
25,46,240494.371608
25,47,244094.46679
25,48,242756.448948
25,49,242488.39029
25,50,240713.301914
25,51,240371.120035
25,52,242196.088081
25,53,240892.375778
25,54,238916.37193
25,55,239468.635425
25,56,239931.615047
25,57,244214.195886
25,58,242636.410998
25,59,240230.45066
25,60,236239.946688
25,61,240486.866227
25,62,239443.022392
25,63,238697.311388
25,64,240585.99968
25,65,237942.514739
25,66,239575.400248
25,67,236541.313207
25,68,240870.44686
25,69,235757.926839
25,70,237284.810121
25,71,240086.385196
25,72,238474.963007
25,73,235758.79961
25,74,237545.695446
25,75,236436.382981
25,76,236796.442788
25,77,239605.728205
25,78,242481.897687
25,79,240147.141585
25,80,239364.002297
25,81,236767.74251
25,82,237486.855023
25,83,238239.757038
25,84,239435.251835
25,85,238200.433476
25,86,236356.296214
25,87,239404.364919
25,88,234433.59428
25,89,241763.122634
25,90,237568.950051
25,91,240122.899205
25,92,236685.83952
25,93,238026.050242
25,94,238771.77221
25,95,237924.467418
25,96,238005.373938
25,97,237931.247211
25,98,238574.028481
25,99,236259.297909
25,100,236985.059705
26,0,28901.229046
26,1,207310.312813
26,2,229761.192186
26,3,239336.538145
26,4,243606.022696
26,5,246747.691002
26,6,248306.330935
26,7,249302.643803
26,8,250531.261724
26,9,250988.266154
26,10,251023.063623
26,11,251668.770862
26,12,251769.885218
26,13,252240.009059
26,14,251895.115488
26,15,251690.421222
26,16,251858.711535
26,17,251806.643404
26,18,251503.101168
26,19,251973.742296
26,20,250778.325011
26,21,249268.494119
26,22,248447.977162
26,23,249875.014894
26,24,247247.928514
26,25,248313.357523
26,26,249245.248205
26,27,250511.260892
26,28,248081.555185
26,29,246324.771136
26,30,244012.98392
26,31,246027.688274
26,32,244682.010512
26,33,243684.792848
26,34,245237.68304
26,35,243587.230537
26,36,241352.279976
26,37,242845.184174
26,38,243718.158396
26,39,245200.929993
26,40,243192.768644
26,41,240643.496796
26,42,241235.058692
26,43,241825.393321
26,44,241975.440267
26,45,242159.230216
26,46,243139.353915
26,47,242983.697494
26,48,240240.924553
26,49,240616.755324
26,50,240887.5205
26,51,241306.231113
26,52,241762.289652
26,53,238510.499285
26,54,241541.881063
26,55,237288.085343
26,56,238386.561304
26,57,238426.398158
26,58,236804.884919
26,59,238822.538472
26,60,239623.103085
26,61,237791.650821
26,62,239822.397887
26,63,243064.705686
26,64,236852.582033
26,65,241107.338179
26,66,241433.062904
26,67,238670.581175
26,68,240256.793981
26,69,239060.762693
26,70,238190.18746
26,71,239749.967878
26,72,238793.273097
26,73,241114.947984
26,74,238884.425036
26,75,238014.335831
26,76,237155.961736
26,77,241260.586799
26,78,239338.620487
26,79,239409.726563
26,80,238165.88054
26,81,240002.928233
26,82,235853.510595
26,83,240335.715364
26,84,238817.824432
26,85,238580.727644
26,86,239599.128176
26,87,239071.500062
26,88,235797.020254
26,89,237884.906798
26,90,236733.187984
26,91,237687.443848
26,92,233920.645561
26,93,239226.362808
26,94,236634.034914
26,95,240920.809427
26,96,241204.33578
26,97,238511.452538
26,98,239301.355592
26,99,238482.373152
26,100,239430.510413
27,0,28915.039786
27,1,206796.646124
27,2,229727.031148
27,3,239081.472976
27,4,244157.576929
27,5,246693.468816
27,6,248097.149676
27,7,249268.866112
27,8,250491.141907
27,9,250566.876691
27,10,251232.908877
27,11,251816.497196
27,12,252096.588949
27,13,252183.083591
27,14,252324.930632
27,15,252041.599716
27,16,249907.473499
27,17,250269.036723
27,18,251146.134732
27,19,251944.489134
27,20,251253.450364
27,21,247719.611985
27,22,250888.353326
27,23,246462.804705
27,24,246232.841171
27,25,247840.678
27,26,247141.635788
27,27,245438.989256
27,28,245619.187622
27,29,245878.819602
27,30,244852.056289
27,31,245783.990402
27,32,244224.450024
27,33,243561.920316
27,34,242433.563715
27,35,245436.461715
27,36,244970.409471
27,37,242932.748731
27,38,243378.222208
27,39,245502.278653
27,40,239921.280026
27,41,244020.821922
27,42,239971.713245
27,43,242028.365747
27,44,239733.400318
27,45,243572.565228
27,46,242423.052511
27,47,242288.796369
27,48,242415.05387
27,49,242812.540382
27,50,239547.616387
27,51,240257.36407
27,52,239772.04411
27,53,242526.117428
27,54,242368.831977
27,55,238046.924617
27,56,238807.659694
27,57,239796.621564
27,58,238913.136476
27,59,241204.644663
27,60,243149.432449
27,61,240111.150122
27,62,237052.946642
27,63,237469.972288
27,64,238197.624634
27,65,239616.753575
27,66,239717.224416
27,67,237301.046379
27,68,239183.791354
27,69,240523.397199
27,70,239519.070898
27,71,238562.5665
27,72,241555.481864
27,73,238761.912052
27,74,237880.359325
27,75,237946.744033
27,76,238922.64679
27,77,238328.995409
27,78,238634.638888
27,79,237444.097011
27,80,238756.761124
27,81,238069.591024
27,82,238147.386996
27,83,236693.897635
27,84,239851.718775
27,85,237093.793429
27,86,238087.546367
27,87,240374.992951
27,88,240274.528154
27,89,238142.731439
27,90,238003.37678
27,91,240092.449837
27,92,237257.391599
27,93,238659.046921
27,94,238237.150734
27,95,237086.143078
27,96,237211.350791
27,97,236319.16957
27,98,237810.866559
27,99,236803.928229
27,100,237929.431801
28,0,28915.039786
28,1,206073.528113
28,2,229069.405271
28,3,239046.449322
28,4,243837.759996
28,5,246484.916263
28,6,247969.956432
28,7,249283.922162
28,8,250261.893801
28,9,250782.022152
28,10,251206.039375
28,11,251294.329195
28,12,251593.584068
28,13,251992.215654
28,14,252447.669308
28,15,251694.59837
28,16,251787.735836
28,17,251129.230307
28,18,250929.637384
28,19,250461.797315
28,20,251296.467542
28,21,251098.141145
28,22,250272.109193
28,23,248360.264198
28,24,248218.169985
28,25,248387.185676
28,26,249279.216756
28,27,245915.050134
28,28,248523.394966
28,29,246105.528432
28,30,249855.418432
28,31,244480.896491
28,32,246632.186102
28,33,245904.785152
28,34,244994.170387
28,35,241180.494974
28,36,244470.7732
28,37,242744.274768
28,38,242659.725638
28,39,242345.456216
28,40,242129.596972
28,41,241855.904317
28,42,241286.331618
28,43,240003.916817
28,44,241499.615726
28,45,242564.285409
28,46,243578.087605
28,47,242457.165397
28,48,241639.426768
28,49,242608.52104
28,50,241943.624432
28,51,240997.235505
28,52,241211.411786
28,53,243092.405957
28,54,240128.749224
28,55,241196.333098
28,56,237505.586333
28,57,240226.823317
28,58,239326.877838
28,59,239955.345849
28,60,237189.965295
28,61,240912.980437
28,62,238092.360777
28,63,237685.578547
28,64,240883.290358
28,65,239138.349125
28,66,240114.105658
28,67,239179.721867
28,68,240154.643839
28,69,238922.054393
28,70,240589.719082
28,71,239788.623941
28,72,241097.834634
28,73,239317.039803
28,74,239619.075
28,75,238798.000398
28,76,239495.871993
28,77,236857.527138
28,78,238962.94929
28,79,237032.384611
28,80,239713.480534
28,81,234828.644948
28,82,237232.952863
28,83,238420.858636
28,84,237870.794826
28,85,236455.963699
28,86,236804.034996
28,87,238951.082334
28,88,237257.844809
28,89,233484.646285
28,90,239513.305372
28,91,240135.958021
28,92,237017.429185
28,93,236778.257374
28,94,240185.983897
28,95,235822.150555
28,96,240957.66666
28,97,240462.010311
28,98,239790.630527
28,99,236535.665156
28,100,239963.366246
29,0,28951.097594
29,1,206089.984361
29,2,229234.895793
29,3,238665.727043
29,4,243810.631297
29,5,246640.288936
29,6,248093.668117
29,7,249131.076958
29,8,250237.387829
29,9,250824.810534
29,10,250947.076131
29,11,251763.755078
29,12,252024.108221
29,13,252090.051607
29,14,251881.643106
29,15,252136.763625
29,16,251780.188911
29,17,251105.139266
29,18,251045.827868
29,19,251189.646287
29,20,251103.607811
29,21,249671.490508
29,22,250184.469038
29,23,247781.12246
29,24,246117.404447
29,25,249810.432357
29,26,250458.859818
29,27,248924.594929
29,28,248546.778146
29,29,244198.642363
29,30,246833.92734
29,31,247286.41845
29,32,245388.393579
29,33,243241.540699
29,34,242050.973331
29,35,243050.493013
29,36,244586.770733
29,37,243668.105473
29,38,247612.422476
29,39,244870.888016
29,40,243666.034054
29,41,242416.510431
29,42,243264.057762
29,43,242047.34587
29,44,243470.975535
29,45,240954.139476
29,46,242402.728901
29,47,242278.98041
29,48,240880.394376
29,49,239879.81799
29,50,239687.989005
29,51,241534.396521
29,52,239636.23814
29,53,241766.920538
29,54,240480.33111
29,55,239840.558277
29,56,242680.112688
29,57,245482.253678
29,58,241405.100418
29,59,240619.335877
29,60,240432.968525
29,61,238004.508582
29,62,240413.24545
29,63,237418.684098
29,64,238119.465234
29,65,238135.783923
29,66,240754.024646
29,67,240448.476929
29,68,239128.47144
29,69,238954.252635
29,70,240294.753699
29,71,240202.665739
29,72,236603.743968
29,73,239108.493269
29,74,239717.163504
29,75,238831.441619
29,76,238123.037249
29,77,238130.174323
29,78,237300.277594
29,79,238435.927191
29,80,235461.128828
29,81,238955.235299
29,82,236883.886558
29,83,240756.279091
29,84,240714.282672
29,85,236401.518035
29,86,237784.810233
29,87,239849.247874
29,88,239578.370015
29,89,236713.371579
29,90,239549.951759
29,91,239928.103935
29,92,236121.963308
29,93,236653.01687
29,94,239416.205242
29,95,238666.469458
29,96,239643.373787
29,97,237183.93765
29,98,236832.431352
29,99,237770.92894
29,100,240592.285641
30,0,28957.142822
30,1,205587.579738
30,2,228797.104877
30,3,238818.227346
30,4,243571.395854
30,5,246148.273975
30,6,247988.076883
30,7,249145.019994
30,8,250020.781257
30,9,250598.76882
30,10,250821.562689
30,11,251273.285549
30,12,251724.367268
30,13,251591.481894
30,14,251941.163589
30,15,252174.506137
30,16,251299.879831
30,17,250918.177722
30,18,251221.391445
30,19,251037.61776
30,20,250287.033189
30,21,250681.036425
30,22,250180.796349
30,23,248524.386988
30,24,247783.727827
30,25,249280.924089
30,26,249065.224788
30,27,247242.814745
30,28,247246.211176
30,29,243989.270105
30,30,244201.82577
30,31,247309.375825
30,32,244676.327343
30,33,244005.625313
30,34,247333.340354
30,35,245896.073126
30,36,243029.600092
30,37,244113.643419
30,38,242465.557445
30,39,242109.967853
30,40,244087.981886
30,41,242772.761738
30,42,240828.595593
30,43,242584.828506
30,44,241510.226353
30,45,245740.822591
30,46,239597.000092
30,47,241756.176221
30,48,240822.420741
30,49,240870.935247
30,50,241668.808911
30,51,242072.103075
30,52,240046.599727
30,53,239718.266568
30,54,239159.284171
30,55,239464.252874
30,56,240668.339608
30,57,238175.220215
30,58,238769.135192
30,59,238226.863051
30,60,238515.047644
30,61,241872.375564
30,62,241561.470439
30,63,240266.296791
30,64,238486.297932
30,65,235860.557347
30,66,237917.035279
30,67,238755.94658
30,68,236396.17493
30,69,238369.809541
30,70,237333.278926
30,71,241410.196236
30,72,236207.486931
30,73,236973.777303
30,74,238265.544524
30,75,239454.887461
30,76,235683.610264
30,77,240397.68153
30,78,240613.213172
30,79,237885.553956
30,80,240921.186714
30,81,238433.628427
30,82,240304.706504
30,83,238128.97877
30,84,238623.726667
30,85,234830.017919
30,86,237863.531229
30,87,241434.343489
30,88,234789.778918
30,89,234892.707507
30,90,233660.207008
30,91,238778.323192
30,92,240275.463784
30,93,239210.599806
30,94,238408.292877
30,95,235786.13641
30,96,236845.476214
30,97,239503.505243
30,98,237735.27602
30,99,237103.896275
30,100,236652.654501
31,0,28970.745534
31,1,205841.442657
31,2,228118.485996
31,3,238462.270678
31,4,243747.081804
31,5,246117.597989
31,6,247717.737673
31,7,248756.061359
31,8,250035.040449
31,9,250351.46032
31,10,250661.537993
31,11,251414.4728
31,12,251928.770986
31,13,251873.9577
31,14,251736.877901
31,15,251992.175742
31,16,251582.091177
31,17,251067.302835
31,18,251820.230957
31,19,251180.40723
31,20,250976.15853
31,21,250035.358632
31,22,250994.55643
31,23,249414.054564
31,24,250129.891713
31,25,248871.204273
31,26,249100.80576
31,27,247998.702582
31,28,245894.348507
31,29,246661.118978
31,30,244075.396167
31,31,242732.228531
31,32,243669.422516
31,33,246032.575591
31,34,244628.257461
31,35,244430.837582
31,36,243460.828494
31,37,244206.427077
31,38,244282.895553
31,39,242622.927093
31,40,243270.892604
31,41,246112.952206
31,42,241846.98285
31,43,246080.590025
31,44,243440.593031
31,45,243598.675765
31,46,242421.651788
31,47,241774.639781
31,48,243038.765346
31,49,243143.629564
31,50,243873.157234
31,51,240109.278191
31,52,242108.426091
31,53,239193.306595
31,54,238520.889408
31,55,241643.149206
31,56,238381.57898
31,57,239418.942112
31,58,238710.776667
31,59,242389.835947
31,60,241990.05248
31,61,240750.181374
31,62,237239.127468
31,63,238625.936019
31,64,242732.591887
31,65,237976.961914
31,66,239780.578435
31,67,240424.609692
31,68,243803.664047
31,69,237552.896872
31,70,235541.648237
31,71,239677.801751
31,72,238128.300381
31,73,240153.421057
31,74,238631.578122
31,75,238553.989422
31,76,235851.772535
31,77,235324.851167
31,78,238480.330708
31,79,242578.759528
31,80,240753.213869
31,81,239129.374149
31,82,237884.767078
31,83,236988.789241
31,84,239624.129464
31,85,234741.957339
31,86,239232.725234
31,87,241299.715011
31,88,237811.471467
31,89,240058.725434
31,90,240048.809419
31,91,240347.834441
31,92,237030.446865
31,93,243337.518616
31,94,239650.925059
31,95,239221.262321
31,96,241158.786596
31,97,237128.253691
31,98,238461.248619
31,99,236106.735223
31,100,239513.058585
32,0,29021.959736
32,1,205592.692603
32,2,228310.243721
32,3,237906.044094
32,4,243264.438878
32,5,245881.872
32,6,248021.525455
32,7,248989.13345
32,8,250001.570983
32,9,250698.839789
32,10,250750.785526
32,11,251132.396317
32,12,251499.06658
32,13,251919.360521
32,14,252060.473183
32,15,251769.318997
32,16,251605.528768
32,17,252017.1424
32,18,250973.649602
32,19,251068.796271
32,20,250508.854132
32,21,248942.432912
32,22,249311.987121
32,23,249977.653253
32,24,248840.55576
32,25,250912.349779
32,26,247876.093921
32,27,248183.650587
32,28,247929.353501
32,29,246725.083185
32,30,247634.734627
32,31,245969.684496
32,32,244264.761473
32,33,244848.944414
32,34,245604.515962
32,35,244070.316798
32,36,244770.24134
32,37,241283.300178
32,38,242181.408436
32,39,243996.793857
32,40,245531.579705
32,41,240900.045394
32,42,243438.056926
32,43,240980.481759
32,44,243463.224844
32,45,241438.877339
32,46,242895.503772
32,47,241507.820237
32,48,242430.10101
32,49,239766.715336
32,50,242011.59407
32,51,241027.17059
32,52,239735.506974
32,53,241809.289388
32,54,243088.762347
32,55,241024.176005
32,56,241094.680751
32,57,239483.859393
32,58,238031.662151
32,59,240560.746325
32,60,238814.583108
32,61,240418.295507
32,62,241273.742956
32,63,241266.852412
32,64,241965.017302
32,65,237872.692722
32,66,238289.128517
32,67,239030.791666
32,68,238625.361666
32,69,238039.525626
32,70,239444.168248
32,71,238412.980068
32,72,239777.410607
32,73,239551.45511
32,74,235487.202243
32,75,238921.471858
32,76,237829.862165
32,77,236816.890154
32,78,240453.200175
32,79,239716.305637
32,80,238166.960954
32,81,240247.700868
32,82,240514.312035
32,83,240577.286624
32,84,238221.823404
32,85,239706.233635
32,86,237805.833421
32,87,241981.743763
32,88,240617.855253
32,89,236247.897949
32,90,241636.678126
32,91,233308.935492
32,92,239552.617065
32,93,236343.359576
32,94,235594.00823
32,95,236501.955899
32,96,237812.228333
32,97,241069.146202
32,98,240075.211702
32,99,240603.154658
32,100,237221.270653
33,0,29175.478108
33,1,204772.526618
33,2,228380.352706
33,3,237460.100702
33,4,242974.862137
33,5,245986.124307
33,6,247704.161203
33,7,248800.976402
33,8,249539.504712
33,9,250724.555907
33,10,251176.890378
33,11,251173.583891
33,12,251442.114712
33,13,251874.784136
33,14,251918.86051
33,15,252442.528783
33,16,251049.313934
33,17,251706.412881
33,18,251238.772274
33,19,249537.732376
33,20,249773.749671
33,21,249894.749194
33,22,250046.265016
33,23,249987.333962
33,24,248964.05188
33,25,249134.397445
33,26,248880.020956
33,27,247950.163068
33,28,246655.038434
33,29,245892.80524
33,30,247818.492238
33,31,244612.692865
33,32,246564.533951
33,33,244830.736079
33,34,242471.121383
33,35,244408.917509
33,36,244256.765372
33,37,243777.512858
33,38,243279.57101
33,39,245389.926802
33,40,243848.542204
33,41,243199.195789
33,42,244370.772341
33,43,244378.427907
33,44,242949.220858
33,45,243068.750667
33,46,242250.699909
33,47,242332.519747
33,48,242915.253355
33,49,238530.135882
33,50,241351.96972
33,51,239985.971948
33,52,239867.826464
33,53,241681.263995
33,54,240154.497564
33,55,239392.539652
33,56,240174.568066
33,57,239854.742243
33,58,241239.789452
33,59,243685.551516
33,60,239060.343793
33,61,240142.925326
33,62,240173.5154
33,63,239228.351088
33,64,239633.410374
33,65,240987.171
33,66,239166.547485
33,67,239301.551401
33,68,238668.146351
33,69,240288.054596
33,70,243845.164337
33,71,240429.030661
33,72,233902.170998
33,73,240562.998923
33,74,237357.976313
33,75,237845.632066
33,76,239631.431208
33,77,240252.612374
33,78,241589.770688
33,79,241069.878241
33,80,239594.140187
33,81,238548.056488
33,82,236815.66973
33,83,239071.41388
33,84,232826.839247
33,85,239931.14569
33,86,239828.199449
33,87,240400.714987
33,88,235229.801765
33,89,236571.119049
33,90,239618.683625
33,91,240172.685496
33,92,237970.454786
33,93,233444.777436
33,94,239053.901648
33,95,237230.924157
33,96,242085.693576
33,97,239422.208
33,98,239897.525842
33,99,236656.372641
33,100,235411.813798
34,0,29366.567861
34,1,205196.28618
34,2,228090.543361
34,3,237911.452585
34,4,243281.055217
34,5,245600.578011
34,6,247633.24327
34,7,248389.731611
34,8,249316.627264
34,9,250361.931696
34,10,250872.435983
34,11,250952.241718
34,12,251599.542609
34,13,251191.348924
34,14,251211.79998
34,15,251965.034157
34,16,251912.952811
34,17,252698.617306
34,18,250800.353383
34,19,250896.239938
34,20,249578.77693
34,21,249289.651703
34,22,250114.495841
34,23,249481.481298
34,24,249451.93555
34,25,247755.510436
34,26,247305.183815
34,27,247347.103394
34,28,247939.406543
34,29,249086.380207
34,30,246102.284531
34,31,244654.632774
34,32,243250.780354
34,33,246880.186571
34,34,244571.690127
34,35,246680.263757
34,36,243509.418833
34,37,239929.537263
34,38,246342.532612
34,39,245617.479271
34,40,243575.117111
34,41,241264.257351
34,42,245379.252153
34,43,243779.950425
34,44,242717.67998
34,45,240313.188788
34,46,242573.294881
34,47,240042.039385
34,48,244314.107077
34,49,243130.69518
34,50,240800.817036
34,51,241255.698225
34,52,239445.990003
34,53,239891.301982
34,54,241497.8814
34,55,239196.151038
34,56,241160.624091
34,57,239605.626753
34,58,240209.495877
34,59,239317.865955
34,60,240973.871358
34,61,237906.01402
34,62,239248.28901
34,63,241268.363927
34,64,242044.214271
34,65,239709.557541
34,66,239880.200321
34,67,240405.43822
34,68,239440.077922
34,69,239606.6739
34,70,240827.370753
34,71,238726.65574
34,72,243198.90797
34,73,239720.170812
34,74,236912.266463
34,75,240237.516281
34,76,237707.01684
34,77,239632.354778
34,78,240496.507002
34,79,235924.669958
34,80,238942.39546
34,81,239978.269598
34,82,240722.705838
34,83,238140.773558
34,84,237286.26347
34,85,238209.800299
34,86,238766.772711
34,87,239614.974618
34,88,236409.597792
34,89,237911.116331
34,90,236753.101215
34,91,235937.813487
34,92,238272.718977
34,93,234829.035682
34,94,238942.022387
34,95,238303.108663
34,96,240175.471062
34,97,238379.235075
34,98,238544.539786
34,99,238096.906834
34,100,236180.623037
35,0,29366.567861
35,1,205209.705355
35,2,227492.50096
35,3,238035.095354
35,4,242982.073368
35,5,245623.187958
35,6,247414.776991
35,7,248631.734305
35,8,249314.253713
35,9,250227.359066
35,10,250570.865933
35,11,251117.185089
35,12,251388.786556
35,13,251906.722064
35,14,250904.361827
35,15,251708.85922
35,16,252082.676581
35,17,251189.130386
35,18,251534.093272
35,19,250377.960394
35,20,249359.366133
35,21,249513.719706
35,22,251539.595821
35,23,247786.585211
35,24,249617.566203
35,25,246288.343726
35,26,248755.230327
35,27,246912.913925
35,28,248783.871097
35,29,246508.98445
35,30,246634.937871
35,31,243061.369122
35,32,247066.817718
35,33,244450.605716
35,34,248641.554182
35,35,244485.157615
35,36,245635.251881
35,37,244469.841293
35,38,245983.812449
35,39,244359.239594
35,40,242291.088769
35,41,244994.871259
35,42,242286.909583
35,43,240963.112121
35,44,244116.822979
35,45,241623.853189
35,46,242283.727166
35,47,243859.549509
35,48,239912.299945
35,49,240613.632505
35,50,238722.503574
35,51,242160.726964
35,52,238731.917148
35,53,242074.260614
35,54,240259.511586
35,55,240980.730029
35,56,240698.44268
35,57,238809.092813
35,58,241107.197564
35,59,241111.855332
35,60,242555.697265
35,61,241515.29596
35,62,243065.64799
35,63,234365.664475
35,64,240016.568294
35,65,235869.541613
35,66,239519.912904
35,67,240198.151587
35,68,239260.360797
35,69,241043.038949
35,70,236756.494978
35,71,237880.493519
35,72,238986.577192
35,73,239645.157924
35,74,241138.62093
35,75,239666.915092
35,76,241452.31404
35,77,238438.239849
35,78,238514.285365
35,79,242102.871524
35,80,236016.342904
35,81,241384.350739
35,82,238024.161593
35,83,236798.090208
35,84,237964.30532
35,85,239656.608824
35,86,237878.635354
35,87,238037.066308
35,88,238928.442473
35,89,238762.527345
35,90,240050.03864
35,91,237517.005133
35,92,237282.460793
35,93,237119.478354
35,94,240197.931802
35,95,240127.880405
35,96,237665.242786
35,97,237826.939373
35,98,240264.742478
35,99,238866.960178
35,100,238220.570413
36,0,29538.081034
36,1,204655.98371
36,2,227339.969483
36,3,237359.552842
36,4,242814.922588
36,5,245197.575039
36,6,247523.0596
36,7,248589.882151
36,8,249310.159537
36,9,250093.941017
36,10,250738.723161
36,11,250991.699894
36,12,251433.633684
36,13,251869.003765
36,14,252274.814246
36,15,252021.130448
36,16,251566.20643
36,17,251886.549747
36,18,251670.725818
36,19,250490.597574
36,20,250815.615393
36,21,252318.380111
36,22,249704.934133
36,23,249361.292167
36,24,248989.528004
36,25,250425.06018
36,26,247485.962524
36,27,248787.550693
36,28,246475.11251
36,29,248623.694296
36,30,247241.141704
36,31,243843.591777
36,32,245102.227584
36,33,243890.482515
36,34,246705.869616
36,35,243573.05437
36,36,243208.269867
36,37,244890.887963
36,38,241691.735403
36,39,244734.003426
36,40,243112.3945
36,41,243354.834714
36,42,244683.619999
36,43,241322.122228
36,44,245557.508178
36,45,241756.214791
36,46,242674.837483
36,47,239126.165079
36,48,240396.094267
36,49,244704.708949
36,50,239048.783957
36,51,242874.690055
36,52,238584.386415
36,53,241608.367255
36,54,243125.790308
36,55,241208.917782
36,56,241376.95058
36,57,238779.419507
36,58,241716.593584
36,59,241635.722966
36,60,239508.810234
36,61,237037.978938
36,62,239881.041887
36,63,240348.298143
36,64,238410.804071
36,65,238208.788511
36,66,239177.988951
36,67,238061.70222
36,68,239697.947228
36,69,236844.011728
36,70,240479.187094
36,71,240351.308678
36,72,240450.62365
36,73,237862.068551
36,74,239094.484159
36,75,241164.6547
36,76,240452.561737
36,77,239375.110424
36,78,237288.839674
36,79,237336.480948
36,80,237144.737215
36,81,241970.628819
36,82,238250.410916
36,83,238775.007474
36,84,237718.895371
36,85,239954.215241
36,86,241502.01613
36,87,237414.811849
36,88,237295.304167
36,89,234220.802222
36,90,239268.214029
36,91,236556.842465
36,92,239125.393165
36,93,238856.202637
36,94,240296.637243
36,95,239238.196461
36,96,235988.688493
36,97,239746.943649
36,98,236354.687041
36,99,238349.003844
36,100,237611.804093
37,0,29538.081034
37,1,204239.879095
37,2,226404.513142
37,3,237077.110841
37,4,242447.131004
37,5,244940.307019
37,6,247067.309525
37,7,248479.121691
37,8,249221.492969
37,9,250269.482928
37,10,250284.502187
37,11,250885.101396
37,12,251255.386953
37,13,251987.292724
37,14,251991.995492
37,15,252024.668089
37,16,252480.31828
37,17,251352.414086
37,18,251285.780669
37,19,250544.186911
37,20,250584.050367
37,21,249687.316425
37,22,250119.499252
37,23,248611.851537
37,24,249828.804043
37,25,248542.28892
37,26,248818.563823
37,27,247045.895991
37,28,247287.4563
37,29,247594.778337
37,30,247242.468914
37,31,246019.005618
37,32,245845.632844
37,33,243683.209594
37,34,243875.310203
37,35,242886.212341
37,36,245193.264799
37,37,245247.304712
37,38,244878.141924
37,39,245255.177193
37,40,245350.067326
37,41,244547.813844
37,42,243212.7457
37,43,243409.367554
37,44,245918.556132
37,45,240092.297863
37,46,242367.005071
37,47,240098.407719
37,48,242324.587431
37,49,243009.243817
37,50,241516.49633
37,51,242548.93803
37,52,244127.43676
37,53,239683.532502
37,54,246290.877615
37,55,241604.64823
37,56,240596.703106
37,57,242917.456518
37,58,239600.18747
37,59,237214.375785
37,60,238354.572042
37,61,237680.638605
37,62,239564.492782
37,63,241271.011849
37,64,241233.629412
37,65,242634.229304
37,66,241493.066359
37,67,239297.660008
37,68,239321.100472
37,69,240338.587884
37,70,242260.724136
37,71,237625.645797
37,72,237912.325321
37,73,239805.368847
37,74,238956.308623
37,75,239092.547089
37,76,238087.172203
37,77,241491.913909
37,78,240525.630488
37,79,239130.165205
37,80,237692.975351
37,81,239324.868562
37,82,240727.643091
37,83,239015.812769
37,84,238198.80643
37,85,237580.776689
37,86,239348.487543
37,87,234636.505958
37,88,238658.837813
37,89,238464.762194
