amount produced/need, avg price, sd, char
1.300290, 5.144058, 11.048674, J
amount produced/need, avg price, sd, char
 year: 65, pop: 225
0.870310, 0.581907, 0.942990, A
0.972397, 1.185657, 1.844837, B
0.826220, 0.556754, 1.097548, C
0.835442, 2.683483, 3.407920, D
0.825964, 0.569050, 0.653803, E
0.688408, 10.665695, 138.261701, F
0.653136, 4.311545, 14.302137, G
1.010666, 0.784823, 1.384554, H
0.763992, 4.204548, 12.566033, I
1.414759, 4.022254, 8.797350, J
amount produced/need, avg price, sd, char
 year: 66, pop: 227
0.854542, 0.651600, 0.893513, A
0.950715, 1.111805, 1.793811, B
0.810889, 0.607409, 1.173324, C
0.952088, 2.444306, 3.366192, D
0.804728, 0.570957, 0.681412, E
0.673865, 14.033483, 199.199484, F
0.638723, 4.656058, 17.391220, G
0.988684, 0.759523, 1.367891, H
0.747592, 6.272671, 19.433394, I
1.459970, 3.193015, 7.166214, J
amount produced/need, avg price, sd, char
 year: 67, pop: 233
0.834544, 0.647632, 0.775702, A
0.928751, 1.062222, 1.764619, B
0.791994, 0.735651, 1.412299, C
1.052304, 1.888154, 2.383535, D
0.785074, 0.580014, 0.703742, E
0.656902, 17.059449, 259.965228, F
0.644259, 4.507739, 22.314053, G
0.964704, 0.728983, 1.341269, H
0.728521, 7.002942, 16.071405, I
1.514716, 2.590545, 6.128262, J
amount produced/need, avg price, sd, char
 year: 68, pop: 236
0.818199, 0.744647, 0.952315, A
0.914268, 0.999597, 1.743752, B
0.778391, 0.934305, 1.883913, C
1.073017, 1.499927, 1.874769, D
0.771328, 0.605266, 0.761065, E
0.645093, 24.397593, 401.655014, F
0.657135, 5.502892, 32.586928, G
0.946529, 0.753608, 1.367166, H
0.818559, 6.356550, 14.977062, I
1.514605, 2.173895, 5.522961, J
amount produced/need, avg price, sd, char
 year: 69, pop: 234
0.806910, 0.863681, 1.055157, A
0.900229, 0.954673, 1.732635, B
0.767167, 1.137369, 2.416641, C
1.059637, 1.211703, 1.514383, D
0.760965, 0.747529, 1.089476, E
0.636511, 36.719941, 649.453234, F
0.685831, 6.498985, 47.852216, G
0.934026, 0.851464, 1.520677, H
0.887340, 4.272769, 7.640077, I
1.496217, 1.916744, 5.216545, J
amount produced/need, avg price, sd, char
 year: 70, pop: 237
0.795063, 0.913649, 1.086285, A
0.887174, 0.928926, 1.722900, B
0.759077, 1.482717, 3.430957, C
1.047232, 1.049678, 1.340680, D
0.748985, 0.881974, 1.059930, E
0.628154, 53.567528, 992.785536, F
0.756045, 6.782391, 63.731005, G
0.921849, 1.008533, 1.875582, H
0.886339, 3.350632, 6.543253, I
1.518474, 1.733902, 5.040082, J
amount produced/need, avg price, sd, char
 year: 71, pop: 239
0.784400, 1.095939, 1.528911, A
0.875581, 0.911999, 1.712694, B
0.747484, 2.095482, 5.536091, C
1.035115, 0.929855, 1.233847, D
0.735552, 1.032487, 1.335347, E
0.618677, 84.715619, 1634.310776, F
0.802357, 7.063594, 82.193272, G
0.908254, 1.081751, 2.051759, H
0.914646, 2.759733, 5.740201, I
1.515735, 1.606942, 4.926805, J
amount produced/need, avg price, sd, char
 year: 72, pop: 239
0.777310, 1.158755, 1.636983, A
0.868019, 0.891458, 1.717585, B
0.742946, 3.000524, 8.745590, C
1.027605, 0.827284, 1.160513, D
0.730134, 1.185394, 1.719778, E
0.630529, 125.892697, 2482.442238, F
0.839509, 6.560344, 83.774582, G
0.900542, 1.122402, 2.343802, H
0.925679, 2.522864, 6.231149, I
1.502628, 1.502590, 4.859901, J
amount produced/need, avg price, sd, char
 year: 73, pop: 237
0.775661, 1.433767, 2.485554, A
0.866415, 0.883810, 1.769181, B
0.740697, 4.400995, 13.947968, C
1.025126, 0.755071, 1.127908, D
0.728792, 1.347555, 1.771605, E
0.654615, 202.488452, 4077.209237, F
0.837295, 6.616571, 92.550069, G
0.898423, 1.198413, 2.708054, H
0.923483, 2.438929, 6.749320, I
1.498925, 1.439613, 4.836108, J
amount produced/need, avg price, sd, char
 year: 74, pop: 238
0.769943, 1.929297, 3.882468, A
0.859010, 0.902030, 1.859304, B
0.732275, 6.587846, 22.151100, C
1.017759, 0.708016, 1.111162, D
0.722593, 1.595892, 2.368213, E
0.694504, 308.378378, 6325.035016, F
0.831158, 6.534669, 98.012091, G
0.890877, 1.466844, 3.991927, H
0.920834, 2.301180, 7.333613, I
1.484292, 1.397452, 4.808150, J
amount produced/need, avg price, sd, char
 year: 75, pop: 242
0.750961, 2.318532, 5.527991, A
0.838533, 1.034297, 2.171069, B
0.714738, 9.868421, 33.333841, C
0.995116, 0.642820, 1.086210, D
0.707548, 2.236118, 3.895965, E
0.806921, 415.298107, 8745.708101, F
0.812858, 6.287917, 102.564800, G
0.869376, 1.967457, 5.885781, H
0.934743, 2.073340, 8.110477, I
1.449794, 1.352807, 4.758617, J
amount produced/need, avg price, sd, char
 year: 76, pop: 245
0.740314, 2.609200, 5.726578, A
0.824770, 1.195335, 2.603561, B
0.704857, 11.918652, 32.118865, C
0.981327, 0.618846, 1.078935, D
0.697179, 3.115743, 5.784785, E
0.899282, 457.547946, 9788.778864, F
0.801369, 6.339779, 107.477743, G
0.857274, 2.576884, 7.750052, H
0.920798, 2.132698, 9.112123, I
1.425164, 1.322109, 4.729903, J
amount produced/need, avg price, sd, char
 year: 77, pop: 246
0.734365, 3.026456, 7.336277, A
0.818533, 1.444088, 3.513428, B
0.700419, 13.650351, 38.101631, C
0.973458, 0.593642, 1.078328, D
0.693521, 4.424300, 9.010594, E
0.963638, 499.410274, 10794.638477, F
0.795347, 6.433530, 112.638557, G
0.851159, 3.501877, 11.334738, H
0.912956, 2.252427, 10.743219, I
1.415215, 1.305976, 4.715768, J
amount produced/need, avg price, sd, char
 year: 78, pop: 251
0.718840, 3.499464, 8.897391, A
0.802657, 1.861845, 4.948698, B
0.709007, 9.819216, 23.977593, C
0.951656, 0.589157, 1.067764, D
0.676173, 6.045927, 12.874327, E
1.073228, 506.060440, 11101.017001, F
0.779338, 6.402125, 115.144583, G
0.832236, 4.467160, 14.918998, H
0.908056, 2.379654, 12.418995, I
1.382247, 1.288983, 4.666031, J
amount produced/need, avg price, sd, char
 year: 79, pop: 251
0.710803, 4.003377, 10.944557, A
0.796298, 2.476561, 7.153587, B
0.730051, 7.597262, 22.752002, C
0.942161, 0.570190, 1.062861, D
0.671970, 8.705016, 20.150325, E
1.120404, 517.969811, 11451.105742, F
0.771761, 6.807083, 126.112602, G
0.824330, 6.122812, 20.303597, H
0.898605, 2.523190, 14.489187, I
1.367484, 1.267117, 4.647298, J
amount produced/need, avg price, sd, char
 year: 80, pop: 248
0.702268, 4.576725, 13.685103, A
0.786506, 3.428183, 10.724304, B
0.750437, 6.247133, 22.817209, C
0.930810, 0.565906, 1.060563, D
0.664834, 12.558116, 30.837496, E
1.160721, 520.105485, 11591.110006, F
0.761762, 7.383709, 140.499648, G
0.814483, 7.755760, 26.554688, H
0.888586, 2.713793, 17.025997, I
1.349282, 1.259221, 4.624640, J
