amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 1
0.516535, 0.265868, 0.028627, 4.087576, 7.690000, H
0.637623, 0.298668, 0.039310, 4.042147, 7.690000, I
2.501958, 0.292207, 0.046847, 2.240037, 7.690000, J
amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 34
0.387918, 0.278179, 0.034157, 2.978407, 7.850000, A
1.044679, 0.268676, 0.035305, 1.912332, 7.850000, B
1.464701, 0.251751, 0.026166, 2.021896, 7.850000, C
1.168551, 0.238387, 0.031354, 2.585320, 7.850000, D
1.127113, 0.234472, 0.033999, 2.509260, 7.850000, E
0.671035, 0.264862, 0.030351, 4.986297, 7.850000, F
0.772478, 0.228045, 0.028889, 2.632789, 7.850000, G
0.516535, 0.232668, 0.027501, 4.087576, 7.850000, H
0.637623, 0.232905, 0.027985, 4.042147, 7.850000, I
2.501958, 0.267926, 0.037854, 2.240037, 7.850000, J
amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 35
0.387918, 0.239248, 0.024861, 2.978407, 7.880000, A
1.044679, 0.227449, 0.027648, 1.912332, 7.880000, B
1.464701, 0.226451, 0.028620, 2.021896, 7.880000, C
1.168551, 0.255344, 0.033508, 2.585320, 7.880000, D
1.127113, 0.208927, 0.028529, 2.509260, 7.880000, E
0.671035, 0.220529, 0.025791, 4.986297, 7.880000, F
0.772478, 0.214658, 0.027034, 2.632789, 7.880000, G
0.516535, 0.224645, 0.025573, 4.087576, 7.880000, H
0.637623, 0.190909, 0.024429, 4.042147, 7.880000, I
2.501958, 0.228428, 0.028286, 2.240037, 7.880000, J
amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 36
0.387918, 0.199647, 0.020899, 2.978407, 7.870000, A
1.044679, 0.195963, 0.024015, 1.912332, 7.870000, B
1.464701, 0.201944, 0.027396, 2.021896, 7.870000, C
1.168551, 0.209507, 0.022514, 2.585320, 7.870000, D
1.127113, 0.196860, 0.022218, 2.509260, 7.870000, E
0.671035, 0.190364, 0.024034, 4.986297, 7.870000, F
0.772478, 0.217983, 0.029429, 2.632789, 7.870000, G
0.516535, 0.247664, 0.027639, 4.087576, 7.870000, H
0.637623, 0.160135, 0.021996, 4.042147, 7.870000, I
2.501958, 0.197365, 0.023303, 2.240037, 7.870000, J
amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 37
0.387918, 0.168934, 0.019464, 2.978407, 7.720000, A
1.044679, 0.169607, 0.021300, 1.912332, 7.720000, B
1.464701, 0.194175, 0.027042, 2.021896, 7.720000, C
1.168551, 0.169056, 0.018694, 2.585320, 7.720000, D
1.127113, 0.210420, 0.025544, 2.509260, 7.720000, E
0.671035, 0.207442, 0.029202, 4.986297, 7.720000, F
0.772478, 0.197341, 0.022807, 2.632789, 7.720000, G
0.516535, 0.193740, 0.021516, 4.087576, 7.720000, H
0.637623, 0.143971, 0.019500, 4.042147, 7.720000, I
2.501958, 0.175684, 0.020921, 2.240037, 7.720000, J
amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 38
0.387918, 0.149784, 0.020112, 2.978407, 7.490000, A
1.044679, 0.155139, 0.019625, 1.912332, 7.490000, B
1.464701, 0.185140, 0.025342, 2.021896, 7.490000, C
1.168551, 0.139633, 0.017198, 2.585320, 7.490000, D
1.127113, 0.173648, 0.018350, 2.509260, 7.490000, E
0.671035, 0.183974, 0.021473, 4.986297, 7.490000, F
0.772478, 0.172446, 0.018516, 2.632789, 7.490000, G
0.516535, 0.155481, 0.017616, 4.087576, 7.490000, H
0.637623, 0.145565, 0.021916, 4.042147, 7.490000, I
2.501958, 0.163225, 0.020845, 2.240037, 7.490000, J
amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 39
0.387918, 0.138270, 0.020754, 2.978407, 7.620000, A
1.044679, 0.157590, 0.019538, 1.912332, 7.620000, B
1.464701, 0.151207, 0.019247, 2.021896, 7.620000, C
1.168551, 0.117343, 0.015854, 2.585320, 7.620000, D
1.127113, 0.146816, 0.014800, 2.509260, 7.620000, E
0.671035, 0.154178, 0.014511, 4.986297, 7.620000, F
0.772478, 0.147941, 0.016301, 2.632789, 7.620000, G
0.516535, 0.126121, 0.015871, 4.087576, 7.620000, H
0.637623, 0.152212, 0.019404, 4.042147, 7.620000, I
2.501958, 0.149453, 0.017305, 2.240037, 7.620000, J
