amtProduced_need, avg_price, sd, consumption_rate, consumed, char
0.793129, 2.829192, 0.695866, 2.021896, 0.000000, C
0.793129, 2.635474, 0.473791, 2.021896, 0.000000, C
0.793129, 2.677546, 0.348724, 2.021896, 91374163139.617420, C
0.793129, 3.422335, 0.459445, 2.021896, 76661.944629, C
0.793129, 4.806415, 0.711544, 2.021896, 12.508013, C
0.793129, 3.372935, 0.419244, 2.021896, 0.000000, C
0.793129, 2.400368, 0.292203, 2.021896, 0.000000, C
0.793129, 1.718203, 0.235056, 2.021896, 0.000000, C
0.793129, 1.244446, 0.210618, 2.021896, 0.000000, C
0.793129, 0.916273, 0.172984, 2.021896, 0.000000, C
0.793129, 0.688703, 0.145657, 2.021896, 0.000000, C
0.793129, 0.530116, 0.126417, 2.021896, 0.000000, C
0.793129, 0.416931, 0.105019, 2.021896, 0.000000, C
0.793129, 0.346421, 0.082801, 2.021896, 7830679749908.437500, C
0.793129, 0.330589, 0.066137, 2.021896, 305639011534009000000000.000000, C
0.793129, 0.426504, 0.081129, 2.021896, 2284488.781785, C
0.793129, 0.634840, 0.119258, 2.021896, 0.000000, C
0.793129, 0.945576, 0.180734, 2.021896, 0.000000, C
0.793129, 1.410678, 0.285092, 2.021896, 0.000000, C
0.793129, 1.600122, 0.252610, 2.021896, 1026866608648449.100000, C
0.793129, 1.771656, 0.280358, 2.021896, 1002922943122.477200, C
0.793129, 1.391022, 0.199252, 2.021896, 0.000000, C
0.793129, 1.068901, 0.153132, 2.021896, 0.000000, C
0.793129, 0.828813, 0.129826, 2.021896, 0.000000, C
0.793129, 0.675084, 0.114326, 2.021896, 0.000000, C
0.793129, 0.550829, 0.098287, 2.021896, 0.000000, C
0.793129, 0.468252, 0.085335, 2.021896, 0.012879, C
0.793129, 0.485420, 0.087568, 2.021896, 355651030013695.200000, C
0.793129, 0.514705, 0.074327, 2.021896, 45.856145, C
0.793129, 0.420753, 0.050369, 2.021896, 0.000000, C
0.793129, 0.337307, 0.036905, 2.021896, 0.000000, C
