amtProduced_need, avg_price, sd, consumption_rate, consumed, char
1.412168, 3.104036, 0.769155, 2.509260, 0.000000, E
1.412168, 3.099497, 0.599783, 2.509260, 170702986138332920000.000000, E
1.412168, 3.298324, 0.418933, 2.509260, 6786308.039306, E
1.412168, 3.319669, 0.366569, 2.509260, 64449582906203175000000.000000, E
1.412168, 4.177903, 0.482323, 2.509260, 68062337065.034130, E
1.412168, 3.846082, 0.374963, 2.509260, 667674104975123800000000000.000000, E
1.412168, 3.364974, 0.305708, 2.509260, 308553240445662500000.000000, E
1.412168, 3.710885, 0.492749, 2.509260, 3409689613864.954000, E
1.412168, 4.886781, 0.600875, 2.509260, 995687.115968, E
1.412168, 3.645772, 0.378671, 2.509260, 0.000000, E
1.412168, 2.762298, 0.316342, 2.509260, 0.000000, E
1.412168, 2.143287, 0.279871, 2.509260, 0.000000, E
1.412168, 1.657415, 0.259504, 2.509260, 0.000000, E
1.412168, 1.354430, 0.228933, 2.509260, 0.000000, E
1.412168, 1.286580, 0.227342, 2.509260, 57957299054101.484000, E
1.412168, 1.756886, 0.276497, 2.509260, 832.196529, E
1.412168, 2.618810, 0.433153, 2.509260, 0.000000, E
1.412168, 1.919902, 0.270516, 2.509260, 0.000000, E
1.412168, 1.429910, 0.207881, 2.509260, 0.000000, E
1.412168, 1.059655, 0.163850, 2.509260, 0.000000, E
1.412168, 0.818215, 0.136684, 2.509260, 0.000000, E
1.412168, 0.634649, 0.119066, 2.509260, 0.000000, E
1.412168, 0.529418, 0.099674, 2.509260, 0.000000, E
1.412168, 0.481845, 0.076828, 2.509260, 15194903478149840000000000.000000, E
1.412168, 0.557407, 0.086455, 2.509260, 71508205354635.500000, E
1.412168, 0.805253, 0.128620, 2.509260, 15.935056, E
1.412168, 0.988189, 0.147172, 2.509260, 172228.364052, E
1.412168, 0.687762, 0.097769, 2.509260, 0.000000, E
1.412168, 0.474581, 0.067600, 2.509260, 0.000000, E
1.412168, 0.332501, 0.052148, 2.509260, 0.000000, E
1.412168, 0.234907, 0.041764, 2.509260, 0.000000, E
1.412168, 0.170975, 0.035753, 2.509260, 0.000000, E
1.412168, 0.123534, 0.030280, 2.509260, 0.000000, E
1.412168, 0.090487, 0.024101, 2.509260, 0.000000, E
1.412168, 0.066925, 0.019462, 2.509260, 0.000000, E
1.412168, 0.051085, 0.015790, 2.509260, 0.000000, E
