amtProduced_need, avg_price, sd, consumption_rate, consumed, char
0.688203, 3.148942, 0.846476, 4.042147, 44524446493713112.000000, I
0.688203, 3.442319, 0.685204, 4.042147, 912370911677085.900000, I
0.688203, 3.663393, 0.664050, 4.042147, 4308.385160, I
0.688203, 4.024785, 0.669043, 4.042147, 51735534918592728.000000, I
0.688203, 4.315347, 0.754259, 4.042147, 51902636262595.000000, I
0.688203, 4.668788, 0.670877, 4.042147, 527897814.660317, I
0.688203, 5.187565, 0.789756, 4.042147, 2732549794.019284, I
0.688203, 5.390575, 0.763575, 4.042147, 5060848274269.765000, I
0.688203, 5.700766, 0.819994, 4.042147, 1001685028960595330.000000, I
0.688203, 6.250906, 0.905361, 4.042147, 35425947100818120.000000, I
0.688203, 6.730011, 1.072314, 4.042147, 199539457441.287780, I
0.688203, 7.245763, 1.202478, 4.042147, 438185996547226110.000000, I
0.688203, 7.612258, 1.130301, 4.042147, 465900870818820.500000, I
0.688203, 8.085381, 1.199486, 4.042147, 356221523270783230.000000, I
0.688203, 8.889399, 1.481702, 4.042147, 447611486605007.400000, I
0.688203, 9.394393, 1.515443, 4.042147, 331882441013552060.000000, I
0.688203, 10.057801, 1.572737, 4.042147, 142416783279951376.000000, I
0.688203, 10.796837, 1.449188, 4.042147, 12593744878353704.000000, I
0.688203, 11.469086, 1.583342, 4.042147, 1107051233289033.900000, I
0.688203, 12.070858, 1.619509, 4.042147, 20153316194964560.000000, I
0.688203, 12.478497, 1.869698, 4.042147, 24612952354345.250000, I
0.688203, 13.384695, 1.619653, 4.042147, 6005166277.792223, I
0.688203, 14.569746, 2.035978, 4.042147, 678512319481122180.000000, I
0.688203, 15.575669, 2.414056, 4.042147, 369250369481.279850, I
0.688203, 16.921150, 2.509913, 4.042147, 4055812654341.268000, I
0.688203, 17.429675, 2.419498, 4.042147, 32989545427192924.000000, I
0.688203, 19.285812, 2.833057, 4.042147, 276759661754586.440000, I
0.688203, 21.211877, 3.210586, 4.042147, 22301087413813380.000000, I
0.688203, 22.501611, 3.296522, 4.042147, 70850468544826832.000000, I
0.688203, 24.153500, 3.727308, 4.042147, 218944501850631.380000, I
0.688203, 25.297933, 3.612089, 4.042147, 19087828.534057, I
0.688203, 27.517616, 3.867462, 4.042147, 2841930212713756.000000, I
0.688203, 30.375316, 5.017564, 4.042147, 1346427663904.999300, I
0.688203, 32.241392, 4.292295, 4.042147, 12467917.353068, I
0.688203, 33.711877, 4.371828, 4.042147, 1642489283167082500.000000, I
0.688203, 36.916686, 5.402107, 4.042147, 2736792343.518704, I
0.688203, 38.958164, 5.888112, 4.042147, 2869347083723544.000000, I
0.688203, 43.093027, 6.333888, 4.042147, 787483583160649.200000, I
0.688203, 45.394964, 6.027639, 4.042147, 51611092827898704.000000, I
0.688203, 47.728969, 6.825514, 4.042147, 70850862088818456.000000, I
0.688203, 51.992303, 7.519689, 4.042147, 77752808651604.050000, I
0.688203, 55.623850, 9.020336, 4.042147, 768660252311.684600, I
0.688203, 59.139737, 8.538420, 4.042147, 25187459159322384.000000, I
0.688203, 62.061570, 9.216640, 4.042147, 23811791736649.504000, I
0.688203, 67.405640, 9.624892, 4.042147, 1648752860403644.500000, I
0.688203, 73.715732, 11.215306, 4.042147, 172189322765817.200000, I
0.688203, 80.651818, 12.610194, 4.042147, 2162487898199128.200000, I
0.688203, 86.102921, 12.527660, 4.042147, 129767645798126.420000, I
0.688203, 91.314063, 13.212537, 4.042147, 622048571964480.200000, I
0.688203, 98.559509, 14.538723, 4.042147, 5735354551903643.000000, I
0.688203, 105.284505, 15.291664, 4.042147, 32391312200.845370, I
0.688203, 113.364526, 15.934335, 4.042147, 615421762588708990.000000, I
0.688203, 124.291585, 17.016413, 4.042147, 15242631691409436.000000, I
0.688203, 133.718366, 20.624609, 4.042147, 865291882538932990.000000, I
0.688203, 141.220297, 21.481674, 4.042147, 155440363942740576.000000, I
0.688203, 152.272860, 23.015694, 4.042147, 325096204572.033940, I
0.688203, 164.464233, 23.893695, 4.042147, 14552570.468960, I
0.688203, 175.049149, 25.462175, 4.042147, 609849110716155.900000, I
0.688203, 182.583101, 24.163383, 4.042147, 155803725596801120.000000, I
0.688203, 190.350221, 25.021956, 4.042147, 4061101769.166236, I
0.688203, 211.080303, 29.377745, 4.042147, 65028640884.521180, I
0.688203, 232.407588, 33.350671, 4.042147, 58298967489412.150000, I
0.688203, 247.831374, 34.915357, 4.042147, 5911874526556456.000000, I
0.688203, 270.335449, 39.504496, 4.042147, 28572815705023032.000000, I
0.688203, 294.695516, 45.030781, 4.042147, 99372549496014208.000000, I
0.688203, 314.726011, 44.506109, 4.042147, 6435244730782164.000000, I
0.688203, 334.892599, 46.756005, 4.042147, 575735213862451200.000000, I
0.688203, 361.556438, 49.718521, 4.042147, 58820299763.901230, I
0.688203, 395.108947, 55.835329, 4.042147, 576708835326252.900000, I
0.688203, 410.504949, 49.860521, 4.042147, 34374657.237724, I
0.688203, 449.542799, 65.269259, 4.042147, 1057009.587608, I
0.688203, 491.164038, 69.108112, 4.042147, 2499838105245792.000000, I
0.688203, 517.858005, 73.384155, 4.042147, 90785076348399568.000000, I
0.688203, 551.868420, 75.204919, 4.042147, 33238072.813393, I
0.688203, 593.340204, 80.393487, 4.042147, 15091.386252, I
0.688203, 644.655310, 99.722603, 4.042147, 612121462624215170.000000, I
0.688203, 675.432745, 101.031147, 4.042147, 1384785367081.427200, I
0.688203, 734.995271, 115.530222, 4.042147, 8540596704619250.000000, I
0.688203, 788.723980, 135.682739, 4.042147, 18984737822.937378, I
0.688203, 878.956488, 146.414154, 4.042147, 1526137407153604.500000, I
0.688203, 957.280896, 152.040966, 4.042147, 90489074325037008.000000, I
0.688203, 1021.871107, 134.627882, 4.042147, 9313955577806.361000, I
0.688203, 1140.943065, 152.806434, 4.042147, 4620430340514391.000000, I
0.688203, 1184.154272, 149.988923, 4.042147, 72105038889695.050000, I
0.688203, 1307.907700, 190.592635, 4.042147, 367.023436, I
0.688203, 1383.853180, 201.124982, 4.042147, 78075330822570.700000, I
0.688203, 1484.959022, 221.849808, 4.042147, 3015989870101.206000, I
0.688203, 1631.041284, 228.165965, 4.042147, 9251225425465350.000000, I
0.688203, 1756.280392, 257.312107, 4.042147, 318375256453694850.000000, I
0.688203, 1904.050744, 278.161582, 4.042147, 1527198288477114620.000000, I
0.688203, 2036.042054, 255.720488, 4.042147, 35071120070161460.000000, I
0.688203, 2238.518249, 305.881707, 4.042147, 254732664.876567, I
0.688203, 2388.608542, 331.630093, 4.042147, 82435505504786384.000000, I
0.688203, 2588.406713, 366.532468, 4.042147, 1159323309471259650.000000, I
0.688203, 2770.659696, 400.192204, 4.042147, 711893714056123140.000000, I
0.688203, 3015.815568, 441.667795, 4.042147, 39796906848832008.000000, I
0.688203, 3260.197251, 489.596983, 4.042147, 1114575228430371840.000000, I
0.688203, 3532.994873, 624.350105, 4.042147, 153521828362457824.000000, I
0.688203, 3791.257048, 525.747879, 4.042147, 162234875736288576.000000, I
0.688203, 4072.697025, 480.234903, 4.042147, 153928573128801056.000000, I
